NR,RA,DEC,X,Y,V,Age
1000846,84.652611,-69.094856,3831.17,986.50,22.52,11.7
1000847,84.652611,-69.067123,3832.64,3546.16,19.19,3.0
1000848,84.652565,-69.074860,3833.74,2831.80,19.14,2.4
1000849,84.652542,-69.078827,3834.39,2465.73,20.03,0.8
1000850,84.652565,-69.063873,3834.54,3845.89,21.19,2.8
1000851,84.652405,-69.095352,3838.00,940.41,21.06,8.9
1000852,84.652443,-69.067398,3838.19,3520.92,18.78,1.6
1000853,84.652359,-69.064941,3841.07,3747.47,20.49,20.5
1000854,84.652206,-69.094528,3844.51,1016.48,20.99,7.7
1000855,84.652199,-69.085556,3845.23,1844.88,18.33,1.4
1000856,84.652092,-69.076454,3849.48,2684.96,20.43,0.5
1000857,84.652077,-69.079903,3849.55,2366.49,22.35,0.8
1000858,84.651985,-69.075005,3853.01,2818.34,18.63,1.7
1000859,84.651405,-69.104607,3870.35,86.34,24.54,49.2
1000860,84.651428,-69.076607,3871.27,2670.59,18.93,2.6
1000861,84.651207,-69.091400,3877.58,1305.52,24.17,23.9
1000862,84.651215,-69.078522,3878.04,2494.26,21.89,0.4
1000863,84.651093,-69.078819,3882.14,2466.76,21.28,0.7
1000864,84.651009,-69.081383,3884.71,2229.74,19.80,0.9
1000865,84.650902,-69.077225,3888.57,2613.55,22.45,12.2
1000866,84.650841,-69.083481,3890.24,2036.27,21.28,8.6
1000867,84.650810,-69.078949,3891.37,2454.22,22.17,0.3
1000868,84.650818,-69.075043,3891.50,2814.93,19.36,2.3
1000869,84.650688,-69.084610,3895.19,1931.80,21.24,10.0
1000870,84.650688,-69.083534,3895.21,2031.57,20.30,0.3
1000871,84.650673,-69.066048,3896.77,3645.15,19.98,5.8
1000872,84.650475,-69.100784,3901.23,439.02,22.13,1.7
1000873,84.650391,-69.078880,3905.19,2461.09,19.91,2.5
1000874,84.650154,-69.083282,3912.78,2054.69,23.25,38.9
1000875,84.650085,-69.081444,3915.10,2224.21,21.16,0.3
1000876,84.650070,-69.074936,3916.19,2825.24,18.38,1.6
1000877,84.649925,-69.081902,3920.36,2182.13,19.57,2.6
1000878,84.649681,-69.078163,3928.61,2527.35,19.05,1.7
1000879,84.649681,-69.076073,3928.82,2719.78,20.15,3.4
1000880,84.649597,-69.078835,3931.57,2464.74,19.72,0.2
1000881,84.649521,-69.094345,3933.06,1033.39,23.40,38.4
1000882,84.649559,-69.062332,3933.68,3987.92,21.01,4.3
1000883,84.649483,-69.060371,3936.34,4169.21,20.75,3.8
1000884,84.649300,-69.081894,3941.06,2182.60,21.88,2.8
1000885,84.649261,-69.094513,3941.65,1017.75,22.46,13.5
1000886,84.649216,-69.078018,3943.98,2540.63,19.97,4.7
1000887,84.649170,-69.072289,3945.93,3069.04,18.17,0.7
1000888,84.649033,-69.083862,3949.87,2000.96,21.30,2.7
1000889,84.648911,-69.076721,3954.34,2660.18,21.98,15.2
1000890,84.648865,-69.077568,3955.64,2581.74,19.02,2.3
1000891,84.648682,-69.065765,3962.47,3671.41,20.02,6.3
1000892,84.648529,-69.091469,3965.96,1298.69,19.29,3.0
1000893,84.648529,-69.081917,3966.43,2180.67,18.77,2.2
1000894,84.648483,-69.076347,3968.44,2694.73,19.90,5.2
1000895,84.648224,-69.077744,3976.71,2566.07,20.28,4.7
1000896,84.648125,-69.082321,3979.76,2143.24,21.84,31.2
1000897,84.648003,-69.078804,3983.95,2467.60,21.23,24.8
1000898,84.647919,-69.073151,3987.13,2989.73,19.72,3.8
1000899,84.647812,-69.070030,3990.83,3277.82,19.73,0.5
1000900,84.646965,-69.080498,4017.98,2311.58,19.42,1.9
1000901,84.646942,-69.064491,4019.88,3788.58,19.43,4.1
1000902,84.646767,-69.099663,4023.29,542.83,24.23,44.7
1000903,84.646301,-69.097687,4038.90,724.76,22.64,0.6
1000904,84.646294,-69.060341,4041.40,4171.91,22.76,6.0
1000905,84.645988,-69.063065,4051.52,3920.24,21.82,10.0
1000906,84.645943,-69.075020,4052.06,2817.17,18.04,1.2
1000907,84.645653,-69.082619,4061.26,2115.59,19.43,3.8
1000908,84.645653,-69.065887,4062.33,3660.00,20.15,4.3
1000909,84.645592,-69.080902,4063.40,2273.81,19.33,2.5
1000910,84.645569,-69.080101,4064.16,2348.12,19.01,2.3
1000911,84.645386,-69.078918,4070.18,2456.99,20.92,6.6
1000912,84.645355,-69.068130,4072.06,3453.01,22.52,13.1
1000913,84.644951,-69.079453,4084.55,2407.84,20.79,0.0
1000914,84.644890,-69.071701,4087.01,3123.25,20.36,4.5
1000915,84.644798,-69.079422,4089.64,2411.01,18.72,1.6
1000916,84.644646,-69.092529,4093.67,1201.25,20.28,1.1
1000917,84.644501,-69.089897,4098.67,1443.81,19.45,3.0
1000918,84.644501,-69.069336,4100.19,3341.99,20.76,6.1
1000919,84.644463,-69.074066,4100.94,2905.25,21.85,30.8
1000920,84.644157,-69.087471,4110.23,1668.12,20.26,1.8
1000921,84.644066,-69.074753,4114.11,2841.37,19.28,3.2
1000922,84.643776,-69.074631,4123.65,2852.77,19.67,3.4
1000923,84.643654,-69.095764,4126.15,902.57,21.57,2.3
1000924,84.643692,-69.073662,4126.39,2942.64,23.27,38.2
1000925,84.643509,-69.065048,4133.08,3737.64,22.97,0.9
1000926,84.643471,-69.062363,4134.45,3985.44,19.62,3.4
1000927,84.643425,-69.077438,4135.10,2593.92,24.11,19.1
1000928,84.643311,-69.066925,4139.55,3564.33,18.68,1.9
1000929,84.643250,-69.070595,4141.27,3225.38,20.08,6.3
1000930,84.642914,-69.062225,4152.79,3998.11,22.34,12.4
1000931,84.642807,-69.086288,4154.69,1776.59,21.92,29.5
1000932,84.642654,-69.070740,4160.77,3212.25,21.07,7.8
1000933,84.642471,-69.075363,4166.47,2785.18,19.10,2.7
1000934,84.642395,-69.092819,4167.94,1174.40,20.23,3.7
1000935,84.642403,-69.076973,4168.84,2636.80,20.45,3.8
1000936,84.642326,-69.100098,4169.56,502.40,20.16,4.7
1000937,84.642273,-69.073265,4173.26,2979.28,20.08,5.8
1000938,84.642288,-69.060905,4173.73,4120.07,19.78,4.7
1000939,84.642120,-69.063499,4178.99,3880.27,20.01,2.8
1000940,84.641998,-69.077072,4182.13,2627.46,20.77,5.6
1000941,84.641434,-69.100357,4198.89,478.02,21.73,28.6
1000942,84.641121,-69.084473,4210.54,1944.26,21.43,26.8
1000943,84.640999,-69.086357,4214.35,1770.47,18.86,0.1
1000944,84.640999,-69.074448,4215.18,2869.56,21.61,0.0
1000945,84.640900,-69.067169,4218.92,3541.27,19.16,2.0
1000946,84.640747,-69.063431,4224.29,3886.96,20.35,5.5
1000947,84.640694,-69.083725,4224.51,2013.25,18.69,2.0
1000948,84.640594,-69.090500,4227.39,1388.21,22.30,30.4
1000949,84.640465,-69.075012,4232.74,2817.58,20.57,6.2
1000950,84.640289,-69.061333,4239.62,4080.02,19.84,4.1
1000951,84.640190,-69.089066,4240.68,1520.82,19.10,1.2
1000952,84.639626,-69.066055,4260.95,3644.20,18.91,0.2
1000953,84.639244,-69.099159,4271.02,588.72,25.20,4.8
1000954,84.639267,-69.061195,4273.26,4092.99,23.28,1.4
1000955,84.638466,-69.090195,4297.56,1415.94,18.94,2.6
1000956,84.637512,-69.095879,4328.48,891.54,22.13,31.7
1000957,84.637085,-69.085999,4343.31,1803.80,18.89,2.4
1000958,84.636986,-69.068451,4347.88,3422.98,20.98,8.9
1000959,84.636780,-69.069489,4354.54,3327.36,19.49,3.7
1000960,84.636520,-69.077911,4362.49,2550.10,22.07,15.0
1000961,84.635750,-69.085358,4387.36,1862.71,22.15,1.2
1000962,84.635757,-69.063499,4388.79,3880.22,21.75,1.5
1000963,84.635674,-69.075691,4390.67,2754.71,18.82,1.4
1000964,84.635429,-69.070297,4399.01,3252.40,20.37,3.0
1000965,84.635056,-69.075867,4410.89,2738.63,19.98,2.3
1000966,84.634804,-69.087189,4418.29,1693.48,19.10,2.5
1000967,84.634148,-69.081726,4440.38,2197.93,18.62,1.2
1000968,84.633545,-69.062744,4461.91,3949.62,23.51,17.6
1000969,84.633209,-69.078201,4471.67,2523.13,22.30,32.0
1000970,84.633148,-69.073685,4474.11,2940.06,18.57,1.8
1000971,84.631409,-69.075562,4531.30,2766.68,21.96,31.2
1000972,84.630936,-69.088547,4545.68,1568.04,18.51,0.3
1000973,84.631004,-69.060501,4545.85,4156.55,21.43,4.2
1000974,84.630531,-69.086311,4559.10,1774.20,21.04,0.0
1000975,84.630562,-69.071526,4559.42,3139.47,21.40,23.6
1000976,84.630325,-69.075150,4567.05,2804.94,19.20,2.4
1000977,84.628036,-69.075386,4642.50,2782.82,20.49,21.3
1000978,84.627930,-69.064728,4647.03,3766.23,19.98,5.0
1000979,84.627449,-69.073822,4661.96,2927.12,18.73,2.0
1000980,84.626984,-69.077988,4676.95,2542.45,19.56,2.0
1000981,84.626022,-69.074730,4708.97,2843.60,19.85,4.4
1000982,84.625145,-69.081551,4737.20,2213.99,19.01,2.7
1000983,84.624725,-69.077026,4751.42,2630.99,20.93,3.4
1000984,84.624382,-69.070419,4763.29,3241.07,20.70,22.7
1000985,84.623726,-69.065086,4785.42,3733.48,19.80,4.5
1000986,84.623383,-69.068642,4796.51,3405.08,21.95,11.7
1000987,84.623337,-69.076523,4797.13,2677.71,20.57,6.8
1000988,84.622581,-69.061523,4823.74,4062.12,20.66,21.3
1000989,84.622437,-69.067810,4827.88,3482.08,21.06,5.4
1000990,84.622147,-69.073471,4836.80,2959.57,19.44,4.0
1000991,84.621704,-69.075851,4851.02,2739.60,18.16,1.0
1000992,84.619904,-69.061066,4911.94,4104.39,22.05,30.0
1000993,84.617821,-69.070229,4979.83,3258.39,22.78,15.5
1000994,84.617775,-69.063637,4981.85,3866.55,21.08,10.0
1000995,84.613724,-69.062279,5115.74,3992.27,22.63,1.1
2000000,84.660080,-69.078209,3585.90,2523.25,15.08,99.0
2000001,84.668823,-69.074081,3297.83,2904.45,15.11,99.0
2000002,84.661362,-69.079163,3543.62,2434.90,15.25,99.0
2000003,84.661911,-69.067192,3525.97,3539.99,15.28,99.0
2000004,84.661865,-69.080742,3527.11,2289.15,15.31,99.0
2000005,84.662003,-69.071770,3522.80,3117.56,15.43,99.0
2000006,84.660004,-69.078224,3588.48,2521.57,15.44,99.0
2000007,84.653954,-69.076843,3788.04,2648.99,15.47,99.0
2000008,84.644684,-69.090591,4092.50,1379.56,15.48,99.0
2000009,84.670509,-69.073586,3242.22,2950.02,15.51,99.0
2000010,84.659325,-69.082359,3610.66,2139.84,15.52,99.0
2000011,84.655540,-69.077232,3735.58,2612.81,15.58,99.0
2000012,84.734016,-69.072731,1148.47,3028.24,15.60,99.0
2000013,84.660576,-69.078552,3569.54,2491.61,15.63,99.0
2000014,84.729599,-69.089447,1295.14,1485.62,15.63,99.0
2000015,84.662170,-69.078438,3516.98,2501.94,15.65,99.0
2000016,84.660301,-69.081085,3578.52,2257.56,15.66,99.0
2000017,84.748436,-69.087379,674.54,1676.04,15.69,99.0
2000018,84.664162,-69.077934,3451.30,2548.69,15.70,99.0
2000019,84.654388,-69.093658,3772.76,1096.81,15.70,99.0
2000020,84.657501,-69.060402,3671.86,4166.91,15.71,99.0
2000021,84.671768,-69.063164,3201.07,3911.95,15.73,99.0
2000022,84.661476,-69.078323,3540.05,2512.81,15.74,99.0
2000023,84.662445,-69.077484,3508.08,2590.03,15.75,99.0
2000024,84.660301,-69.078194,3578.54,2524.14,15.76,99.0
2000025,84.658661,-69.063011,3633.48,3926.07,15.77,99.0
2000026,84.658157,-69.077919,3649.40,2549.97,15.78,99.0
2000027,84.679756,-69.071266,2937.47,3163.75,15.80,99.0
2000028,84.697472,-69.072678,2353.32,3034.08,15.81,99.0
2000029,84.663475,-69.079857,3473.97,2370.69,15.87,99.0
2000030,84.681412,-69.082642,2882.66,2114.27,15.90,99.0
2000031,84.659500,-69.078964,3605.00,2453.32,15.91,99.0
2000032,84.658989,-69.095734,3621.10,905.28,15.92,99.0
2000033,84.664070,-69.071510,3454.57,3141.16,15.92,99.0
2000034,84.660385,-69.077812,3575.82,2559.40,15.94,99.0
2000035,84.661690,-69.078514,3532.97,2494.55,15.94,99.0
2000036,84.662064,-69.079681,3520.45,2387.36,15.96,99.0
2000037,84.663239,-69.079033,3481.72,2447.11,15.96,99.0
2000038,84.660027,-69.079048,3587.79,2445.26,15.97,99.0
2000039,84.661896,-69.080238,3525.89,2335.62,15.98,99.0
2000040,84.660965,-69.079468,3556.83,2406.85,15.98,99.0
2000041,84.657791,-69.078583,3661.38,2488.51,15.99,99.0
2000042,84.660965,-69.079468,3556.83,2406.79,16.00,99.0
2000043,84.672661,-69.081482,3171.23,2220.86,16.02,99.0
2000044,84.658455,-69.076210,3639.70,2707.70,16.02,99.0
2000045,84.651848,-69.069000,3857.74,3373.20,16.02,99.0
2000046,84.663841,-69.080902,3461.81,2274.77,16.04,99.0
2000047,84.669785,-69.085693,3265.86,1832.06,16.05,99.0
2000048,84.699921,-69.078049,2272.65,2538.12,16.05,99.0
2000049,84.669159,-69.074890,3286.68,2829.45,16.10,99.0
2000050,84.660713,-69.075905,3565.10,2736.03,16.10,99.0
2000051,84.658089,-69.060623,3652.45,4146.45,16.10,99.0
2000052,84.661652,-69.077538,3534.30,2584.88,16.11,99.0
2000053,84.663635,-69.073456,3468.89,2961.57,16.11,99.0
2000054,84.666534,-69.076485,3373.28,2682.36,16.11,99.0
2000055,84.659569,-69.076431,3602.95,2686.94,16.12,99.0
2000056,84.649384,-69.077492,3938.66,2589.09,16.13,99.0
2000057,84.650162,-69.079163,3912.82,2434.63,16.14,99.0
2000058,84.660782,-69.078880,3562.72,2461.37,16.14,99.0
2000059,84.674385,-69.073578,3114.54,2950.97,16.15,99.0
2000060,84.695168,-69.076218,2429.52,2707.16,16.15,99.0
2000061,84.670029,-69.064461,3258.41,3792.03,16.16,99.0
2000062,84.660759,-69.078804,3563.64,2468.32,16.16,99.0
2000063,84.665459,-69.078262,3408.70,2518.31,16.18,99.0
2000064,84.675064,-69.064720,3092.40,3767.96,16.19,99.0
2000065,84.655182,-69.059326,3748.30,4265.75,16.19,99.0
2000066,84.651649,-69.078239,3863.79,2519.72,16.20,99.0
2000067,84.658524,-69.069893,3637.54,3290.39,16.20,99.0
2000068,84.666496,-69.067039,3374.75,3554.20,16.20,99.0
2000069,84.678146,-69.073235,2990.67,2982.38,16.21,99.0
2000070,84.665817,-69.069176,3397.28,3356.74,16.21,99.0
2000071,84.656975,-69.077705,3688.41,2569.16,16.22,99.0
2000072,84.679665,-69.077370,2940.36,2600.93,16.23,99.0
2000073,84.670486,-69.064896,3243.33,3751.89,16.24,99.0
2000074,84.654167,-69.078636,3780.93,2483.78,16.25,99.0
2000075,84.660057,-69.076447,3586.70,2685.62,16.25,99.0
2000076,84.687141,-69.060715,2694.00,4137.88,16.26,99.0
2000077,84.662483,-69.078018,3506.82,2540.81,16.26,99.0
2000078,84.694130,-69.061806,2463.46,4037.58,16.26,99.0
2000079,84.662628,-69.086716,3501.58,1737.95,16.26,99.0
2000080,84.671234,-69.082565,3218.17,2121.10,16.27,99.0
2000081,84.666550,-69.083778,3372.56,2009.23,16.29,99.0
2000082,84.721390,-69.088562,1565.70,1567.30,16.31,99.0
2000083,84.621017,-69.067886,4874.61,3474.77,16.33,99.0
2000084,84.663696,-69.068436,3467.09,3425.35,16.34,99.0
2000085,84.651756,-69.066734,3861.01,3581.65,16.35,99.0
2000086,84.691231,-69.085983,2559.13,1805.75,16.36,99.0
2000087,84.657890,-69.082840,3657.97,2095.34,16.36,99.0
2000088,84.666245,-69.082314,3382.55,2143.94,16.36,99.0
2000089,84.662468,-69.078819,3507.09,2466.46,16.37,99.0
2000090,84.642502,-69.080399,4165.21,2320.37,16.38,99.0
2000091,84.662956,-69.079308,3491.05,2421.37,16.38,99.0
2000092,84.679092,-69.074600,2959.36,2856.50,16.40,99.0
2000093,84.661949,-69.077858,3524.24,2555.75,16.40,99.0
2000094,84.635094,-69.079277,4409.34,2423.62,16.42,99.0
2000095,84.663742,-69.094910,3464.49,981.52,16.42,99.0
2000096,84.657776,-69.077454,3661.90,2592.81,16.42,99.0
2000097,84.653076,-69.076797,3816.93,2652.84,16.42,99.0
2000098,84.654419,-69.081039,3772.47,2261.60,16.42,99.0
2000099,84.673447,-69.067833,3145.66,3480.99,16.43,99.0
2000100,84.674599,-69.081978,3107.19,2175.02,16.44,99.0
2000101,84.638794,-69.072197,4288.14,3077.74,16.44,99.0
2000102,84.646835,-69.078598,4022.39,2486.81,16.45,99.0
2000103,84.720024,-69.099869,1611.00,523.90,16.46,99.0
2000104,84.659500,-69.095688,3604.37,910.02,16.47,99.0
2000105,84.647858,-69.088493,3988.14,1573.33,16.47,99.0
2000106,84.686539,-69.058578,2714.02,4334.93,16.48,99.0
2000107,84.673019,-69.075279,3159.56,2793.51,16.48,99.0
2000108,84.675011,-69.083954,3093.73,1993.14,16.49,99.0
2000109,84.648994,-69.095818,3950.19,897.71,16.49,99.0
2000110,84.646751,-69.064278,4026.27,3808.57,16.49,99.0
2000111,84.661072,-69.078606,3553.22,2486.32,16.51,99.0
2000112,84.655548,-69.079536,3735.20,2400.52,16.51,99.0
2000113,84.673439,-69.077812,3145.52,2559.47,16.52,99.0
2000114,84.660301,-69.078087,3578.75,2534.53,16.52,99.0
2000115,84.661591,-69.077850,3536.10,2556.29,16.53,99.0
2000116,84.712006,-69.059616,1873.83,4239.21,16.53,99.0
2000117,84.667320,-69.066467,3347.64,3606.62,16.54,99.0
2000118,84.662247,-69.081017,3514.41,2264.00,16.58,99.0
2000119,84.654976,-69.080017,3754.01,2356.30,16.59,99.0
2000120,84.644714,-69.085983,4091.95,1805.12,16.59,99.0
2000121,84.714363,-69.076805,1796.60,2652.38,16.59,99.0
2000122,84.670120,-69.059647,3255.47,4236.54,16.59,99.0
2000123,84.667992,-69.060883,3325.76,4122.38,16.60,99.0
2000124,84.659615,-69.079185,3601.19,2432.65,16.60,99.0
2000125,84.672188,-69.072945,3186.92,3009.32,16.61,99.0
2000126,84.659790,-69.078644,3595.59,2483.05,16.61,99.0
2000127,84.666771,-69.071793,3365.54,3115.19,16.62,99.0
2000128,84.678925,-69.071823,2964.93,3112.82,16.62,99.0
2000129,84.649933,-69.076080,3920.60,2719.35,16.63,99.0
2000130,84.663696,-69.087952,3466.38,1623.86,16.63,99.0
2000131,84.686424,-69.072258,2717.66,3072.69,16.64,99.0
2000132,84.683990,-69.070183,2797.82,3263.86,16.64,99.0
2000133,84.681900,-69.098099,2866.38,687.41,16.64,99.0
2000134,84.690048,-69.081970,2598.22,2176.18,16.65,99.0
2000135,84.664711,-69.078033,3433.28,2539.28,16.66,99.0
2000136,84.655823,-69.075409,3726.50,2781.70,16.67,99.0
2000137,84.673492,-69.072090,3144.06,3087.70,16.67,99.0
2000138,84.660988,-69.078766,3555.91,2471.42,16.67,99.0
2000139,84.663666,-69.076897,3467.70,2644.21,16.70,99.0
2000140,84.659859,-69.078758,3593.25,2472.00,16.72,99.0
2000141,84.657143,-69.078186,3682.86,2525.37,16.74,99.0
2000142,84.659317,-69.079475,3611.10,2405.80,16.75,99.0
2000143,84.662209,-69.079643,3515.73,2390.58,16.75,99.0
2000144,84.657310,-69.077629,3677.33,2576.81,16.75,99.0
2000145,84.679123,-69.084984,2958.07,1897.58,16.76,99.0
2000146,84.679657,-69.066628,2940.81,3592.30,16.76,99.0
2000147,84.665627,-69.084343,3403.01,1956.80,16.77,99.0
2000148,84.625267,-69.075378,4733.72,2783.68,16.77,99.0
2000149,84.731964,-69.074844,1216.30,2833.62,16.77,99.0
2000150,84.648315,-69.078529,3973.61,2493.57,16.78,99.0
2000151,84.652260,-69.077995,3843.84,2542.95,16.79,99.0
2000152,84.657570,-69.069366,3669.08,3339.25,16.79,99.0
2000153,84.698318,-69.082497,2325.66,2127.40,16.80,99.0
2000154,84.679565,-69.085114,2943.49,1885.74,16.82,99.0
2000155,84.661873,-69.078270,3526.87,2517.27,16.82,99.0
2000156,84.661850,-69.082687,3527.54,2109.81,16.84,99.0
2000157,84.663368,-69.070404,3477.79,3243.71,16.86,99.0
2000158,84.659821,-69.078590,3594.35,2487.73,16.87,99.0
2000159,84.655754,-69.078064,3728.45,2536.35,16.88,99.0
2000160,84.655800,-69.079559,3727.01,2398.64,16.89,99.0
2000161,84.666420,-69.085258,3376.64,1872.16,16.91,99.0
2000162,84.657249,-69.079185,3679.14,2432.82,16.92,99.0
2000163,84.663322,-69.078468,3478.94,2498.83,16.96,99.0
2000164,84.683235,-69.083809,2822.73,2006.05,16.97,99.0
2000165,84.657700,-69.066223,3665.04,3629.64,16.98,99.0
2000166,84.677429,-69.074959,3014.25,2823.25,17.02,99.0
2000167,84.663681,-69.064545,3467.82,3784.00,17.06,99.0
2000168,84.659172,-69.079048,3615.74,2445.65,17.07,99.0
2000169,84.657303,-69.077385,3677.45,2599.29,17.07,99.0
2000170,84.650391,-69.078003,3905.23,2542.16,17.08,99.0
2000171,84.662560,-69.079315,3504.05,2421.09,17.09,99.0
2000172,84.658501,-69.091316,3637.43,1313.07,17.17,99.0
2000173,84.659187,-69.078499,3615.25,2496.03,17.25,99.0
2000174,84.659317,-69.079742,3611.03,2381.62,17.25,99.0
2000175,84.669563,-69.073212,3273.48,2984.37,17.28,99.0
2000176,84.678757,-69.074059,2970.51,2906.18,17.31,99.0
2000177,84.661049,-69.078743,3554.02,2473.76,17.33,99.0
2000178,84.676430,-69.077690,3047.07,2571.00,17.33,99.0
2000179,84.650497,-69.064423,3902.61,3795.34,17.34,99.0
2000180,84.655487,-69.076202,3737.38,2708.36,17.36,99.0
2000181,84.675430,-69.062767,3080.37,3948.29,17.37,99.0
2000182,84.671753,-69.069145,3201.53,3360.06,17.40,99.0
2000183,84.661377,-69.072937,3543.42,3009.84,17.42,99.0
2000184,84.650520,-69.073074,3901.41,2996.43,17.44,99.0
2000185,84.672188,-69.072533,3187.06,3046.87,17.46,99.0
2000186,84.652023,-69.065964,3852.11,3653.28,17.51,99.0
2000187,84.660835,-69.078842,3561.14,2464.81,17.53,99.0
2000188,84.646004,-69.084091,4049.65,1979.73,17.55,99.0
2000189,84.659775,-69.078026,3596.10,2540.18,17.65,99.0
2000190,84.681541,-69.082649,2878.37,2113.19,17.90,99.0
2000191,84.645477,-69.065521,4068.03,3694.17,18.05,99.0
2000192,84.642754,-69.081787,4156.71,2192.42,18.19,99.0
2000193,84.655090,-69.066750,3751.04,3580.74,18.39,99.0
2000194,84.656754,-69.065804,3696.26,3668.32,18.86,99.0
2000195,84.659180,-69.081284,3615.48,2239.39,19.12,99.0
2000196,84.665512,-69.090515,3406.50,1387.38,19.13,99.0
2000197,84.650345,-69.080101,3906.65,2348.25,19.16,99.0
2000198,84.661118,-69.065056,3552.26,3737.24,19.23,99.0
2000199,84.635323,-69.064735,4402.96,3766.44,19.24,99.0
2000200,84.658882,-69.079468,3625.29,2407.14,19.25,99.0
2000201,84.647705,-69.063591,3994.82,3871.91,19.30,99.0
2000202,84.690567,-69.085365,2580.97,1862.44,19.34,99.0
2000203,84.668419,-69.076622,3311.08,2669.67,19.27,99.0
2000204,84.664757,-69.081329,3431.76,2235.10,19.34,99.0
2000205,84.659615,-69.082199,3601.01,2155.06,19.50,99.0
2000206,84.673668,-69.067215,3138.34,3537.94,19.43,99.0
2000207,84.665321,-69.072990,3413.35,3004.48,19.43,99.0
2000208,84.744186,-69.072273,813.24,3070.10,19.45,99.0
2000209,84.679993,-69.079315,2929.56,2421.00,19.52,99.0
2000210,84.667542,-69.072876,3340.22,3015.04,19.50,99.0
2000211,84.673302,-69.075554,3150.14,2768.32,19.53,99.0
2000212,84.657692,-69.091385,3664.03,1306.59,19.52,99.0
2000213,84.664482,-69.068092,3441.20,3456.87,19.52,99.0
2000214,84.656563,-69.061607,3702.80,4055.53,19.55,99.0
2000215,84.708603,-69.072769,1986.50,3024.99,19.57,99.0
2000216,84.676659,-69.074944,3039.44,2824.35,19.60,99.0
2000217,84.660988,-69.084091,3555.66,1979.79,19.58,99.0
2000218,84.658714,-69.073814,3631.15,2928.79,19.63,99.0
2000219,84.665710,-69.073349,3400.47,2971.57,19.70,99.0
2000220,84.655296,-69.082848,3743.35,2094.68,19.67,99.0
2000221,84.629333,-69.071732,4599.86,3120.29,19.63,99.0
2000222,84.692574,-69.087532,2515.01,1662.82,19.69,99.0
2000223,84.660736,-69.085907,3564.10,1812.16,19.70,99.0
2000224,84.654221,-69.073578,3779.40,2950.65,19.71,99.0
2000225,84.659500,-69.081871,3604.90,2185.08,19.71,99.0
2000226,84.709778,-69.098045,1948.34,692.55,19.87,99.0
2000227,84.662498,-69.076881,3506.40,2645.82,19.84,99.0
2000228,84.662209,-69.079399,3515.61,2413.33,19.84,99.0
2000229,84.680878,-69.086807,2900.23,1729.48,19.90,99.0
2000230,84.673508,-69.083061,3143.15,2075.03,19.93,99.0
2000231,84.657043,-69.078758,3685.91,2472.02,19.97,99.0
2000232,84.643089,-69.088638,4145.22,1560.23,19.95,99.0
2000233,84.656944,-69.078087,3689.29,2534.47,19.98,99.0
2000234,84.626778,-69.071747,4684.32,3118.97,19.95,99.0
2000235,84.660866,-69.069969,3560.47,3283.28,19.46,99.0
2000236,84.664642,-69.066727,3435.99,3582.69,19.56,99.0
2000237,84.681915,-69.062706,2866.43,3954.49,19.89,99.0
2000238,84.667557,-69.076416,3339.48,2688.66,19.94,99.0
2000239,84.649574,-69.074928,3932.41,2825.36,20.00,99.0
2000240,84.757889,-69.093689,363.62,1093.24,22.93,99.0
2000241,84.753365,-69.087868,512.23,1630.53,22.51,99.0
2000242,84.752213,-69.078133,549.19,2529.18,24.13,99.0
2000243,84.748230,-69.084976,681.10,1897.43,20.61,99.0
2000244,84.747047,-69.098396,721.03,659.37,20.57,99.0
2000245,84.738571,-69.064651,997.74,3774.30,20.57,99.0
3000000,84.686440,-69.091522,2717.13,1294.16,19.92,98.0
3000001,84.726067,-69.060555,1409.90,4152.73,20.12,98.0
3000002,84.655739,-69.083412,3728.68,2042.94,20.18,98.0
3000003,84.659019,-69.060081,3621.86,4196.30,20.28,98.0
3000004,84.681923,-69.061447,2866.12,4070.38,20.34,98.0
3000005,84.680832,-69.065941,2902.22,3655.29,20.15,98.0
3000006,84.714165,-69.094826,1803.77,989.45,20.36,98.0
3000007,84.677383,-69.073212,3015.68,2984.15,20.34,98.0
3000008,84.715858,-69.097862,1748.20,709.25,20.44,98.0
3000009,84.644913,-69.067101,4086.57,3547.88,20.38,98.0
3000010,84.700089,-69.087692,2267.38,1647.62,20.53,98.0
3000011,84.663017,-69.061165,3489.89,4096.60,20.54,98.0
3000012,84.663193,-69.092224,3482.87,1229.68,20.53,98.0
3000013,84.702911,-69.094627,2174.45,1007.84,20.48,98.0
3000014,84.730904,-69.096153,1252.73,866.56,20.52,98.0
3000015,84.692062,-69.059258,2531.66,4272.34,20.66,98.0
3000016,84.659836,-69.098495,3593.18,650.90,20.48,98.0
3000017,84.691368,-69.064583,2554.68,3781.01,20.58,98.0
3000018,84.701973,-69.089554,2205.35,1476.21,20.69,98.0
3000019,84.680740,-69.071449,2905.18,3147.48,20.64,98.0
3000020,84.692039,-69.070549,2532.44,3230.24,20.78,98.0
3000021,84.677162,-69.091614,3022.62,1285.59,20.74,98.0
3000022,84.739174,-69.095192,980.06,954.81,20.72,98.0
3000023,84.746140,-69.085541,749.86,1845.85,20.75,98.0
3000024,84.634155,-69.086174,4439.87,1787.59,20.70,98.0
3000025,84.683510,-69.074219,2813.67,2891.52,20.79,98.0
3000026,84.704056,-69.069878,2136.30,3292.47,20.91,98.0
3000027,84.640732,-69.074501,4223.99,2864.62,20.98,98.0
